id;nom;insee;adresse;emplacements;no_appel;info;statut;geo_shape;geopoint;geopoint_datagouv
75110-T-037;Place Franz Liszt;75110;7 PLACE FRANZ LISZT;2;;;en service;"{""coordinates"": [2.351257220669769, 48.877897709717736], ""type"": ""Point""}";48.877897709717736, 2.351257220669769;2.351257220669769, 48.877897709717736
75114-T-062;Porte de Vanves;75114;227 RUE RAYMOND LOSSERAND;4;;du 227 au 229;en service;"{""coordinates"": [2.3060579562766246, 48.82810414854245], ""type"": ""Point""}";48.82810414854245, 2.3060579562766246;2.3060579562766246, 48.82810414854245
75117-T-083;Maréchal Juin;75117;3 PLACE DU MARÉCHAL JUIN;10;0142270000;;en service;"{""coordinates"": [2.2975874254185027, 48.88438243694145], ""type"": ""Point""}";48.88438243694145, 2.2975874254185027;2.2975874254185027, 48.88438243694145
75109-T-033;Place De Clichy;75109;95 RUE DE CLICHY;10;0142850000;du 95 au 87;en service;"{""coordinates"": [2.327475483068868, 48.88325649669491], ""type"": ""Point""}";48.88325649669491, 2.327475483068868;2.327475483068868, 48.88325649669491
75109-T-310;Haussmann /Arcade;75109;69 BOULEVARD HAUSSMANN;6;;;en service;"{""coordinates"": [2.3251817600003424, 48.87396869390043], ""type"": ""Point""}";48.87396869390043, 2.3251817600003424;2.3251817600003424, 48.87396869390043
75115-T-401;Sèvres / Hopital Necker;75115;106 RUE DE SEVRES;6;;;en service;"{""coordinates"": [2.313335777949898, 48.84574816574562], ""type"": ""Point""}";48.84574816574562, 2.313335777949898;2.313335777949898, 48.84574816574562
75107-T-919;BRANLY - LA BOURDONNAIS;75107;65 QUAI BRANLY;7;;;en service;"{""coordinates"": [2.2955081994129705, 48.86036661368688], ""type"": ""Point""}";48.86036661368688, 2.2955081994129705;2.2955081994129705, 48.86036661368688
75117-T-439;Carnot / Acacias;75117;26 AVENUE CARNOT;9;;;en service;"{""coordinates"": [2.2923510991608422, 48.87694122624343], ""type"": ""Point""}";48.87694122624343, 2.2923510991608422;2.2923510991608422, 48.87694122624343
75106-T-918;SAINT-SULPICE;75106;14 PLACE SAINT-SULPICE;6;;;en service;"{""coordinates"": [2.3330882364639733, 48.851177454606876], ""type"": ""Point""}";48.851177454606876, 2.3330882364639733;2.3330882364639733, 48.851177454606876
75119-T-103;Flandre - Riquet;75119;69 AVENUE DE FLANDRE;8;;;en service;"{""coordinates"": [2.373977229998454, 48.88869821813962], ""type"": ""Point""}";48.88869821813962, 2.373977229998454;2.373977229998454, 48.88869821813962
75120-T-111;Ménilmontant Belleville;75120;150 BOULEVARD DE MÉNILMONTANT;10;;;en service;"{""coordinates"": [2.383647063410506, 48.86693303212116], ""type"": ""Point""}";48.86693303212116, 2.383647063410506;2.383647063410506, 48.86693303212116
75116-T-419;Maison de la radio;75116;1 PLACE CLEMENT ADER;5;;;en service;"{""coordinates"": [2.2781892295064052, 48.85125889395456], ""type"": ""Point""}";48.85125889395456, 2.2781892295064052;2.2781892295064052, 48.85125889395456
75109-T-313;Maubeuge / Place Jose Rizal;75109;22 RUE DE MAUBEUGE;3;;;en service;"{""coordinates"": [2.342643428862513, 48.87710802786406], ""type"": ""Point""}";48.87710802786406, 2.342643428862513;2.342643428862513, 48.87710802786406
75109-T-314;Maubeuge / Rochechouart;75109;35 RUE DE MAUBEUGE;4;;;en service;"{""coordinates"": [2.3454400979988588, 48.87856097086882], ""type"": ""Point""}";48.87856097086882, 2.3454400979988588;2.3454400979988588, 48.87856097086882
75110-T-330;Saint-Denis Faubourg / Hopital Fernand Widal;75110;200 RUE DU FAUBOURG SAINT-DENIS;3;;;en service;"{""coordinates"": [2.3584805953600667, 48.88169779706857], ""type"": ""Point""}";48.88169779706857, 2.3584805953600667;2.3584805953600667, 48.88169779706857
75108-T-300;Champs Elysées / Arsène Houssaye;75108;152 AVENUE DES CHAMPS ELYSEES;3;;;en service;"{""coordinates"": [2.2978104913619246, 48.873259492463745], ""type"": ""Point""}";48.873259492463745, 2.2978104913619246;2.2978104913619246, 48.873259492463745
75108-T-301;Champs Elysées / Galilée;75108;115 AVENUE DES CHAMPS ELYSEES;17;;115 au 117;en service;"{""coordinates"": [2.2986948904274147, 48.87225191870897], ""type"": ""Point""}";48.87225191870897, 2.2986948904274147;2.2986948904274147, 48.87225191870897
75106-T-244;Raspail / Montparnasse;75106;93 BOULEVARD RASPAIL;13;;;en service;"{""coordinates"": [2.3393430509583952, 48.852031896709946], ""type"": ""Point""}";48.852031896709946, 2.3393430509583952;2.3393430509583952, 48.852031896709946
75108-T-260;George V /Champs/Elysées;75108;48 AVENUE GEORGE V;6;;;en service;"{""coordinates"": [2.3011669313283205, 48.87134237554705], ""type"": ""Point""}";48.87134237554705, 2.3011669313283205;2.3011669313283205, 48.87134237554705
75108-T-278;Saint-Lazare / Cour de Rome;75108;108 RUE SAINT-LAZARE;8;;;en service;"{""coordinates"": [2.3253665419633, 48.87556230737658], ""type"": ""Point""}";48.87556230737658, 2.3253665419633;2.3253665419633, 48.87556230737658
75110-T-338;Louis Blanc;75110;34 RUE LOUIS BLANC;3;;;en service;"{""coordinates"": [2.365024093673534, 48.88126632356964], ""type"": ""Point""}";48.88126632356964, 2.365024093673534;2.365024093673534, 48.88126632356964
75111-T-339;République / Oberkampf;75111;47 AVENUE DE LA REPUBLIQUE;5;;;en service;"{""coordinates"": [2.3763398690880986, 48.86507515505613], ""type"": ""Point""}";48.86507515505613, 2.3763398690880986;2.3763398690880986, 48.86507515505613
75112-T-354;Hôpital Armand Trousseau;75112;26 AVENUE DU DOCTEUR ARNOLD NETTER;8;;;en service;"{""coordinates"": [2.4053563039629577, 48.84274546282557], ""type"": ""Point""}";48.84274546282557, 2.4053563039629577;2.4053563039629577, 48.84274546282557
75119-T-475;Serurier / Hôpital Robert Debré;75119;44 BOULEVARD SERURIER;3;;;en service;"{""coordinates"": [2.403227022829344, 48.87851777126525], ""type"": ""Point""}";48.87851777126525, 2.403227022829344;2.403227022829344, 48.87851777126525
75114-T-909;Gare Montparnasse SNCF;75114;10 PARKING MAINE;;;;en service;"{""coordinates"": [2.320335661745405, 48.839224244699956], ""type"": ""Point""}";48.839224244699956, 2.320335661745405;2.320335661745405, 48.839224244699956
75111-T-042;Philippe Auguste;75111;97 AVENUE PHILIPPE-AUGUSTE;5;;;en service;"{""coordinates"": [2.3909233512465304, 48.85604583353078], ""type"": ""Point""}";48.85604583353078, 2.3909233512465304;2.3909233512465304, 48.85604583353078
75118-T-098;Porte de Clignancourt;75118;39 BOULEVARD NEY;9;;;en service;"{""coordinates"": [2.343503358726183, 48.89773730061037], ""type"": ""Point""}";48.89773730061037, 2.343503358726183;2.343503358726183, 48.89773730061037
75117-T-088;Porte de Champeret;75117;5 BOULEVARD GOUVION-SAINT-CYR;2;0147662277;;en service;"{""coordinates"": [2.291562383689934, 48.885480140326884], ""type"": ""Point""}";48.885480140326884, 2.291562383689934;2.291562383689934, 48.885480140326884
75113-T-054;Glaciere;75113;127 BOULEVARD AUGUSTE BLANQUI;9;;;en service;"{""coordinates"": [2.343607389434755, 48.830761720076445], ""type"": ""Point""}";48.830761720076445, 2.343607389434755;2.343607389434755, 48.830761720076445
75116-T-080;Passy Costa Rica;75116;10 BOULEVARD DELESSERT;13;;;en service;"{""coordinates"": [2.2850334544927033, 48.8588306014011], ""type"": ""Point""}";48.8588306014011, 2.2850334544927033;2.2850334544927033, 48.8588306014011
75115-T-392;Porte de la Plaine;75115;94 AVENUE DE LA PORTE DE LA PLAINE;9;;;en service;"{""coordinates"": [2.2925602610435267, 48.82987775307179], ""type"": ""Point""}";48.82987775307179, 2.2925602610435267;2.2925602610435267, 48.82987775307179
75113-T-118;Tolbiac Bibliothèque Nationale;75113;36 RUE NEUVE TOLBIAC;9;;;en service;"{""coordinates"": [2.3770509966070135, 48.83096623686189], ""type"": ""Point""}";48.83096623686189, 2.3770509966070135;2.3770509966070135, 48.83096623686189
75116-T-433;Place de Varsovie;75116;3 PLACE DE VARSOVIE;4;;;en service;"{""coordinates"": [2.2902026450155293, 48.86032182445568], ""type"": ""Point""}";48.86032182445568, 2.2902026450155293;2.2902026450155293, 48.86032182445568
75117-T-440;Saint-Ouen / La Fourche;75117;5 AVENUE DE SAINT-OUEN;4;;;en service;"{""coordinates"": [2.325720485918762, 48.888115351046004], ""type"": ""Point""}";48.888115351046004, 2.325720485918762;2.325720485918762, 48.888115351046004
75115-T-403;Vouillé;75115;5 RUE DE VOUILLE;2;;;en service;"{""coordinates"": [2.3033967626685508, 48.83533565455608], ""type"": ""Point""}";48.83533565455608, 2.3033967626685508;2.3033967626685508, 48.83533565455608
75116-T-407;Eylaud / Place de Mexico;75116;36 AVENUE D'EYLAU;3;;;en service;"{""coordinates"": [2.2835209670902508, 48.86532372088483], ""type"": ""Point""}";48.86532372088483, 2.2835209670902508;2.2835209670902508, 48.86532372088483
75116-T-410;Iéna /Etoile;75116;98 AVENUE D'IENA;7;;;en service;"{""coordinates"": [2.2955132821952264, 48.872490544262966], ""type"": ""Point""}";48.872490544262966, 2.2955132821952264;2.2955132821952264, 48.872490544262966
75109-T-303;Clichy / Bruxelles;75109;65 BOULEVARD DE CLICHY;5;;;en service;"{""coordinates"": [2.332060464728553, 48.88377441889856], ""type"": ""Point""}";48.88377441889856, 2.332060464728553;2.332060464728553, 48.88377441889856
75106-T-247;Place Alphonse Deville;75106;27 RUE DU CHERCHE-MIDI;3;;;en service;"{""coordinates"": [2.3274256877778963, 48.85022780366451], ""type"": ""Point""}";48.85022780366451, 2.3274256877778963;2.3274256877778963, 48.85022780366451
75108-T-267;Haussmann / Place du Pérou;75108;119 BOULEVARD HAUSSMANN;4;;;en service;"{""coordinates"": [2.3149255082716524, 48.8753768942154], ""type"": ""Point""}";48.8753768942154, 2.3149255082716524;2.3149255082716524, 48.8753768942154
75108-T-277;Rue Royale;75108;21 RUE ROYALE;9;;;en service;"{""coordinates"": [2.3233590036787946, 48.868516483018404], ""type"": ""Point""}";48.868516483018404, 2.3233590036787946;2.3233590036787946, 48.868516483018404
75120-T-109;Mairie du 20ème - Gambetta;75120;16 AVENUE DU PÈRE LACHAISE;17;0146360000;;en service;"{""coordinates"": [2.398264142764164, 48.864462042863416], ""type"": ""Point""}";48.864462042863416, 2.398264142764164;2.398264142764164, 48.864462042863416
75116-T-422;Place de l'Uruguay;75116;30 PLACE DE L'URUGUAY;2;;;en service;"{""coordinates"": [2.2960666269050796, 48.869833295787224], ""type"": ""Point""}";48.869833295787224, 2.2960666269050796;2.2960666269050796, 48.869833295787224
75112-T-046;Bercy - Palais Omnisport;75112;BOULEVARD DE BERCY;5;;;en service;"{""coordinates"": [2.3843734923787876, 48.839591439282536], ""type"": ""Point""}";48.839591439282536, 2.3843734923787876;2.3843734923787876, 48.839591439282536
75102-T-217;Italiens/Richelieu Drouot;75102;1 BOULEVARD DES ITALIENS;7;;du  1 au 9 compris;en service;"{""coordinates"": [2.339043707144803, 48.87162843580771], ""type"": ""Point""}";48.87162843580771, 2.339043707144803;2.339043707144803, 48.87162843580771
75115-T-066;Felix Faure - Boucicault;75115;44 AVENUE FÉLIX FAURE;7;;;en service;"{""coordinates"": [2.288028957273633, 48.84126852020711], ""type"": ""Point""}";48.84126852020711, 2.288028957273633;2.288028957273633, 48.84126852020711
75115-T-067;Hôpital Georges Pompidou;75115;25 RUE LEBLANC;20;;;en service;"{""coordinates"": [2.2751010323411314, 48.839347401207824], ""type"": ""Point""}";48.839347401207824, 2.2751010323411314;2.2751010323411314, 48.839347401207824
75112-T-045;Daumesnil - Felix Eboué;75112;5 PLACE FÉLIX EBOUÉ;9;0143430000;;en service;"{""coordinates"": [2.395813610400153, 48.84002111712303], ""type"": ""Point""}";48.84002111712303, 2.395813610400153;2.395813610400153, 48.84002111712303
75112-T-047;Château de Vincennes;75112;8 ROUTE DES PELOUSES DE MARIGNY;7;0148080000;;en service;"{""coordinates"": [2.441432271564559, 48.84471723579604], ""type"": ""Point""}";48.84471723579604, 2.441432271564559;2.441432271564559, 48.84471723579604
75115-T-065;Convention - Vaugirard;75115;2 rue victor duruy;8;0142500000;;en service;"{""coordinates"": [2.297822011768103, 48.83777029672143], ""type"": ""Point""}";48.83777029672143, 2.297822011768103;2.297822011768103, 48.83777029672143
75110-T-036;Hôpital Saint Louis;75110;18 RUE CLAUDE VELLEFAUX;12;;;en service;"{""coordinates"": [2.3699701930424637, 48.873182855335], ""type"": ""Point""}";48.873182855335, 2.3699701930424637;2.3699701930424637, 48.873182855335
75108-T-030;Place des Ternes;75108;272 RUE DU FAUBOURG SAINT-HONORÉ;11;0147630000;;en service;"{""coordinates"": [2.2988514707250576, 48.87776714508008], ""type"": ""Point""}";48.87776714508008, 2.2988514707250576;2.2988514707250576, 48.87776714508008
992-T-75118;Ney-Chapelle;75118;23 Z1 boulevard Ney;17;;;en service;"{""coordinates"": [2.362461455975824, 48.89852407496646], ""type"": ""Point""}";48.89852407496646, 2.362461455975824;2.362461455975824, 48.89852407496646
75112-T-923;HIPPODROME PARIS-VINCENNES;75112;8 ROUTE DU FORT DE GRAVELLE;10;;;en service;"{""coordinates"": [2.453362976446234, 48.821068630904136], ""type"": ""Point""}";48.821068630904136, 2.453362976446234;2.453362976446234, 48.821068630904136
75120-T-114;Porte de Bagnolet;75120;2 PLACE DE LA PORTE DE BAGNOLET;8;;;en service;"{""coordinates"": [2.4091882569279917, 48.864070752391726], ""type"": ""Point""}";48.864070752391726, 2.4091882569279917;2.4091882569279917, 48.864070752391726
75120-T-116;Pyrénées -Avron;75120;67 RUE DES PYRÉNÉES;5;;;en service;"{""coordinates"": [2.40601067388231, 48.852878174839375], ""type"": ""Point""}";48.852878174839375, 2.40601067388231;2.40601067388231, 48.852878174839375
75117-T-441;Villiers / Malesherbes;75117;40 AVENUE DE VILLIERS;7;;;en service;"{""coordinates"": [2.308797154260043, 48.88285054952955], ""type"": ""Point""}";48.88285054952955, 2.308797154260043;2.308797154260043, 48.88285054952955
75109-T-326;Square Montholon;75109;2 RUE PIERRE SEMARD;9;;du 2 au 8;en service;"{""coordinates"": [2.3470070705615127, 48.87735566443743], ""type"": ""Point""}";48.87735566443743, 2.3470070705615127;2.3470070705615127, 48.87735566443743
75108-T-284;Batignolles / Place de Clichy;75108;7 BOULEVARD DES BATIGNOLLES;4;;;en service;"{""coordinates"": [2.326455023781938, 48.88323424308239], ""type"": ""Point""}";48.88323424308239, 2.326455023781938;2.326455023781938, 48.88323424308239
75111-T-340;République - Malte;75111;1 AVENUE DE LA REPUBLIQUE;8;;;en service;"{""coordinates"": [2.366114661944415, 48.86701334592816], ""type"": ""Point""}";48.86701334592816, 2.366114661944415;2.366114661944415, 48.86701334592816
75111-T-347;Faidherbe Chaligny;75111;1 RUE FAIDHERBE;10;;;en service;"{""coordinates"": [2.3843049698155023, 48.850624767226606], ""type"": ""Point""}";48.850624767226606, 2.3843049698155023;2.3843049698155023, 48.850624767226606
75119-T-473;Flandre / Crimée;75119;98 AVENUE DE FLANDRE;7;;;en service;"{""coordinates"": [2.3767820886069866, 48.890903404392894], ""type"": ""Point""}";48.890903404392894, 2.3767820886069866;2.3767820886069866, 48.890903404392894
75114-T-378;Paul Appell;75114;20 AVENUE PAUL APPELL;5;;;en service;"{""coordinates"": [2.325745531013348, 48.822031135165666], ""type"": ""Point""}";48.822031135165666, 2.325745531013348;2.325745531013348, 48.822031135165666
75102-T-218;Bonne Nouvelle;75102;35 BOULEVARD DE BONNE NOUVELLE;5;;;en service;"{""coordinates"": [2.3485194228253294, 48.870399676867336], ""type"": ""Point""}";48.870399676867336, 2.3485194228253294;2.3485194228253294, 48.870399676867336
75112-T-051;Porte de Vincennes;75112;86 BOULEVARD SOULT;7;;;en service;"{""coordinates"": [2.411211547970157, 48.84654042631054], ""type"": ""Point""}";48.84654042631054, 2.411211547970157;2.411211547970157, 48.84654042631054
75118-T-095;Marx Dormoy - Ordener;75118;76 RUE MARX DORMOY;7;;;en service;"{""coordinates"": [2.360131332942634, 48.8898297641994], ""type"": ""Point""}";48.8898297641994, 2.360131332942634;2.360131332942634, 48.8898297641994
75116-T-072;La Muette;75116;11 CHAUSSEE DE LA MUETTE;17;0142880000;;en service;"{""coordinates"": [2.2741094115729927, 48.85809916964809], ""type"": ""Point""}";48.85809916964809, 2.2741094115729927;2.2741094115729927, 48.85809916964809
75104-T-008;Saint-Paul;75104;10 RUE DE RIVOLI;9;0148874939;;en service;"{""coordinates"": [2.360406832138487, 48.855492939904565], ""type"": ""Point""}";48.855492939904565, 2.360406832138487;2.360406832138487, 48.855492939904565
75117-T-086;Pont Cardinet;75117;165 rue de rome;5;;;en service;"{""coordinates"": [2.3146827269790022, 48.88719617897342], ""type"": ""Point""}";48.88719617897342, 2.3146827269790022;2.3146827269790022, 48.88719617897342
75114-T-377;Leclerc / Duvernet;75114;19 AVENUE DU GENERAL LECLERC;4;;;en service;"{""coordinates"": [2.330354414518755, 48.83154868998812], ""type"": ""Point""}";48.83154868998812, 2.330354414518755;2.330354414518755, 48.83154868998812
75108-T-926;CHAMPS-ELYSEES-BERRI;75108;92 AVENUE DES CHAMPS-ELYSEES;8;;;en service;"{""coordinates"": [2.3032168523015475, 48.87154065582322], ""type"": ""Point""}";48.87154065582322, 2.3032168523015475;2.3032168523015475, 48.87154065582322
75108-T-276;François 1er / Quentin Bochard;75108;57 RUE FRANCOIS 1ER;3;;;en service;"{""coordinates"": [2.3013555638591137, 48.87001753777795], ""type"": ""Point""}";48.87001753777795, 2.3013555638591137;2.3013555638591137, 48.87001753777795
75119-T-108;Porte de la Villette;75119;7 AVENUE DE LA PORTE DE LA VILLETTE;15;;;en service;"{""coordinates"": [2.386429997189678, 48.89901472218097], ""type"": ""Point""}";48.89901472218097, 2.386429997189678;2.386429997189678, 48.89901472218097
75120-T-110;Belleville - Pyrénées;75120;360 RUE DES PYRÉNÉES;7;;;en service;"{""coordinates"": [2.3858794164429695, 48.87400461620743], ""type"": ""Point""}";48.87400461620743, 2.3858794164429695;2.3858794164429695, 48.87400461620743
75108-T-275;François 1er / Pierre Charron;75108;47 RUE FRANCOIS IER;3;;;en service;"{""coordinates"": [2.302828264731878, 48.86911881295275], ""type"": ""Point""}";48.86911881295275, 2.302828264731878;2.302828264731878, 48.86911881295275
75116-T-432;Place de l'Amiral de Grasse;75116;35 AVENUE D'IENA;4;;;en service;"{""coordinates"": [2.295470146959297, 48.8679627614093], ""type"": ""Point""}";48.8679627614093, 2.295470146959297;2.295470146959297, 48.8679627614093
75108-T-294;Champs Elysées / Lincoln;75108;75 AVENUE DES CHAMPS ELYSEES;8;;;en service;"{""coordinates"": [2.3029894097834807, 48.87088909595894], ""type"": ""Point""}";48.87088909595894, 2.3029894097834807;2.3029894097834807, 48.87088909595894
75109-T-319;Scribe pair;75109;2 RUE SCRIBE;7;;;en service;"{""coordinates"": [2.3302703656204735, 48.87076776152817], ""type"": ""Point""}";48.87076776152817, 2.3302703656204735;2.3302703656204735, 48.87076776152817
75105-T-240;Monge;75105;115 RUE MONGE;4;;115 au 117;en service;"{""coordinates"": [2.351354453046857, 48.839533266070255], ""type"": ""Point""}";48.839533266070255, 2.351354453046857;2.351354453046857, 48.839533266070255
75111-T-346;Voltaire / Nation;75111;294 BOULEVARD VOLTAIRE;2;;;en service;"{""coordinates"": [2.394226101695504, 48.84913763535184], ""type"": ""Point""}";48.84913763535184, 2.394226101695504;2.394226101695504, 48.84913763535184
75113-T-372;Hôpital Broca;75113;54 RUE PASCAL;3;;;en service;"{""coordinates"": [2.3476306435218754, 48.83440009554453], ""type"": ""Point""}";48.83440009554453, 2.3476306435218754;2.3476306435218754, 48.83440009554453
75115-T-395;Place Cambronne;75115;6 PLACE CAMBRONNE;4;;;en service;"{""coordinates"": [2.301705287729462, 48.84753111366394], ""type"": ""Point""}";48.84753111366394, 2.301705287729462;2.301705287729462, 48.84753111366394
75117-T-452;Pereire/Place Wagram;75117;67 BOULEVARD PEREIRE;4;;;en service;"{""coordinates"": [2.3043044492466165, 48.88717037478248], ""type"": ""Point""}";48.88717037478248, 2.3043044492466165;2.3043044492466165, 48.88717037478248
75119-T-480;Corentin Cariou;75119;28 AVENUE CORENTIN CARIOU;2;;;en service;"{""coordinates"": [2.385279192430254, 48.897030561328094], ""type"": ""Point""}";48.897030561328094, 2.385279192430254;2.385279192430254, 48.897030561328094
75112-T-050;Porte Dorée;75112;1 PLACE EDOUARD RENARD;8;;;en service;"{""coordinates"": [2.407676752629985, 48.835585240162786], ""type"": ""Point""}";48.835585240162786, 2.407676752629985;2.407676752629985, 48.835585240162786
75115-T-069;Mairie du 15ème;75115;254 RUE DE VAUGIRARD;8;;;en service;"{""coordinates"": [2.3019499129275194, 48.839832115012875], ""type"": ""Point""}";48.839832115012875, 2.3019499129275194;2.3019499129275194, 48.839832115012875
75118-T-094;Guy Moquet;75118;86 AVENUE DE SAINT-OUEN;9;;;en service;"{""coordinates"": [2.327519992438313, 48.89273521630336], ""type"": ""Point""}";48.89273521630336, 2.327519992438313;2.327519992438313, 48.89273521630336
75113-T-052;Place d'Italie;75113;182 BOULEVARD VINCENT AURIOL;13;0145833493;;en service;"{""coordinates"": [2.356993216272011, 48.831457622565836], ""type"": ""Point""}";48.831457622565836, 2.356993216272011;2.356993216272011, 48.831457622565836
75113-T-055;Patay-Tolbiac;75113;119 RUE DE PATAY;9;0145830000;;en service;"{""coordinates"": [2.3709481670310644, 48.827897331026804], ""type"": ""Point""}";48.827897331026804, 2.3709481670310644;2.3709481670310644, 48.827897331026804
75108-T-027;Madeleine;75108;4 BOULEVARD MALESHERBES;12;0142650000;;en service;"{""coordinates"": [2.3233582983655183, 48.870591252578926], ""type"": ""Point""}";48.870591252578926, 2.3233582983655183;2.3233582983655183, 48.870591252578926
75105-T-014;Tournelle;75105;13 QUAI DE LA TOURNELLE;6;;;en service;"{""coordinates"": [2.35509879277537, 48.84980470852672], ""type"": ""Point""}";48.84980470852672, 2.35509879277537;2.35509879277537, 48.84980470852672
75101-T-003;Concorde Rivoli;75101;252 RUE DE RIVOLI;4;;;en service;"{""coordinates"": [2.324428142666343, 48.86638147778323], ""type"": ""Point""}";48.86638147778323, 2.324428142666343;2.324428142666343, 48.86638147778323
75101-T-206;Saint Honoré;75101;49 RUE SAINT-HONORE;7;;;en service;"{""coordinates"": [2.3451632332577, 48.86089378180748], ""type"": ""Point""}";48.86089378180748, 2.3451632332577;2.3451632332577, 48.86089378180748
75107-T-020;Tour Eiffel;75107;67 QUAI BRANLY;9;;;en service;"{""coordinates"": [2.2916579493251934, 48.85763585525514], ""type"": ""Point""}";48.85763585525514, 2.2916579493251934;2.2916579493251934, 48.85763585525514
75107-T-921;ELISEE RECLUS;75107;1 AVENUE ELISEE RECLUS;2;;;en service;"{""coordinates"": [2.297230306466401, 48.85887849359254], ""type"": ""Point""}";48.85887849359254, 2.297230306466401;2.297230306466401, 48.85887849359254
75108-T-299;Champs Elysées / Balzac;75108;122 AVENUE DES CHAMPS ELYSEES;9;;;en service;"{""coordinates"": [2.3001697937270293, 48.87250964657864], ""type"": ""Point""}";48.87250964657864, 2.3001697937270293;2.3001697937270293, 48.87250964657864
75116-T-414;Paul Doumer / Eugène Manuel;75116;67 AVENUE PAUL DOUMER;4;;;en service;"{""coordinates"": [2.279503731502056, 48.85974490177415], ""type"": ""Point""}";48.85974490177415, 2.279503731502056;2.279503731502056, 48.85974490177415
75119-T-107;Porte de Pantin;75119;223 AVENUE JEAN JAURÈS;15;;;en service;"{""coordinates"": [2.39407228079544, 48.889376629631066], ""type"": ""Point""}";48.889376629631066, 2.39407228079544;2.39407228079544, 48.889376629631066
75109-T-304;Rochechouart;75109;19 BOULEVARD DE ROCHECHOUART;3;;;en service;"{""coordinates"": [2.347088028733345, 48.88307149498222], ""type"": ""Point""}";48.88307149498222, 2.347088028733345;2.347088028733345, 48.88307149498222
75105-T-237;Hôpital Val-de-Grâce;75105;74 BOULEVARD DE PORT-ROYAL;3;;;en service;"{""coordinates"": [2.344256226282533, 48.83809572685133], ""type"": ""Point""}";48.83809572685133, 2.344256226282533;2.344256226282533, 48.83809572685133
75105-T-238;Cardinal Lemoine;75105;35 RUE DU CARDINAL LEMOINE;4;;;en service;"{""coordinates"": [2.3528899669541947, 48.847587332913356], ""type"": ""Point""}";48.847587332913356, 2.3528899669541947;2.3528899669541947, 48.847587332913356
75106-T-242;Saint-Germain/Saint Michel;75106;104 BOULEVARD SAINT-GERMAIN;6;;;en service;"{""coordinates"": [2.3426789722142547, 48.85166321384191], ""type"": ""Point""}";48.85166321384191, 2.3426789722142547;2.3426789722142547, 48.85166321384191
75107-T-252;Institut National des Jeunes Aveugles;75107;56 BOULEVARD DES INVALIDES;13;;;en service;"{""coordinates"": [2.3159342654352675, 48.84745869690224], ""type"": ""Point""}";48.84745869690224, 2.3159342654352675;2.3159342654352675, 48.84745869690224
75108-T-288;Berri;75108;2 RUE DE BERRI;8;;;en service;"{""coordinates"": [2.3026936204185136, 48.87171060120904], ""type"": ""Point""}";48.87171060120904, 2.3026936204185136;2.3026936204185136, 48.87171060120904
75112-T-365;Traversière / Ledru-Rollin;75112;80 RUE TRAVERSIERE;3;;;en service;"{""coordinates"": [2.376118999588795, 48.850997372443814], ""type"": ""Point""}";48.850997372443814, 2.376118999588795;2.376118999588795, 48.850997372443814
75110-T-906;Gare de l'Est SNCF;75110;11 PARVIS GARE DE L'EST;18;;;en service;"{""coordinates"": [2.3587017101261503, 48.876621678440955], ""type"": ""Point""}";48.876621678440955, 2.3587017101261503;2.3587017101261503, 48.876621678440955
75118-T-467;Lamarck - Caulaincourt;75118;98 RUE CAULAINCOURT;10;;;en service;"{""coordinates"": [2.339933155016027, 48.88957216796515], ""type"": ""Point""}";48.88957216796515, 2.339933155016027;2.339933155016027, 48.88957216796515
75119-T-479;Petit / Luneville;75119;71 RUE PETIT;8;;;en service;"{""coordinates"": [2.388671487847958, 48.88587425491521], ""type"": ""Point""}";48.88587425491521, 2.388671487847958;2.388671487847958, 48.88587425491521
75114-T-379;René Coty / Denfert Rochereau;75114;2 AVENUE RENE COTY;3;;;en service;"{""coordinates"": [2.3330008553179953, 48.833266077431865], ""type"": ""Point""}";48.833266077431865, 2.3330008553179953;2.3330008553179953, 48.833266077431865
75115-T-386;Porte de Versailles/Parc des Expositions;75115;PLACE DE LA PORTE DE VERSAILLES;13;;;en service;"{""coordinates"": [2.2875747444755063, 48.832568261011005], ""type"": ""Point""}";48.832568261011005, 2.2875747444755063;2.2875747444755063, 48.832568261011005
75118-T-472;Ordener / Barbès;75118;81 RUE ORDENER;6;;;en service;"{""coordinates"": [2.348332469282022, 48.89168955694914], ""type"": ""Point""}";48.89168955694914, 2.348332469282022;2.348332469282022, 48.89168955694914
75117-T-446;Ternes / Mac-Mahon;75117;37 AVENUE DES TERNES;6;;;en service;"{""coordinates"": [2.293451321455031, 48.87864683214023], ""type"": ""Point""}";48.87864683214023, 2.293451321455031;2.293451321455031, 48.87864683214023
75117-T-447;Ternes / Pereire;75117;89 AVENUE DES TERNES;3;;;en service;"{""coordinates"": [2.2873756345476917, 48.88004586515189], ""type"": ""Point""}";48.88004586515189, 2.2873756345476917;2.2873756345476917, 48.88004586515189
75114-T-060;Place Coluche Amiral Mouchez;75114;1 RUE DE L'AMIRAL MOUCHEZ;4;;;en service;"{""coordinates"": [2.3414590504145534, 48.82392642543733], ""type"": ""Point""}";48.82392642543733, 2.3414590504145534;2.3414590504145534, 48.82392642543733
75116-T-077;Place de Barcelone;75116;1 RUE MIRABEAU;9;;;en service;"{""coordinates"": [2.2729273260965277, 48.84707179965176], ""type"": ""Point""}";48.84707179965176, 2.2729273260965277;2.2729273260965277, 48.84707179965176
